Title,Genre,Year,Rating,Runtime,Critic Score,Box Office
Freddy vs. Jason,Horror,2003,R,97,40,82.2
Grind,Comedy,2003,PG-13,105,8,5.1
Grind,Adventure,2003,PG-13,105,8,5.1
Grind,Sport,2003,PG-13,105,8,5.1
Open Range,Western,2003,R,139,79,58.3
Open Range,Action,2003,R,139,79,58.3
Uptown Girls,Comedy,2003,PG-13,92,14,36.9
Uptown Girls,Drama,2003,PG-13,92,14,36.9
Marci X,Comedy,2003,R,84,9,1.5
Marci X,Music,2003,R,84,9,1.5
The Medallion,Comedy,2003,PG-13,88,18,22
The Medallion,Action,2003,PG-13,88,18,22
The Medallion,Fantasy,2003,PG-13,88,18,22
Camp,Comedy,2003,PG-13,114,63,1.6
Camp,Music,2003,PG-13,114,63,1.6
Camp,Drama,2003,PG-13,114,63,1.6
Camp,Musical,2003,PG-13,114,63,1.6
Jeepers Creepers II,Thriller,2003,R,104,23,35.1
Jeepers Creepers II,Horror,2003,R,104,23,35.1
Le divorce,Drama,2003,PG-13,117,37,8.9
Le divorce,Comedy,2003,PG-13,117,37,8.9
Step Into Liquid,Documentary,2003,PG,88,82,3.6
Step Into Liquid,Sport,2003,PG,88,82,3.6
Dickie Roberts: Former Child Star,Comedy,2003,PG-13,98,23,22.7
The Order,Action,2003,R,102,8,7.5
The Order,Mystery,2003,R,102,8,7.5
The Order,Thriller,2003,R,102,8,7.5
American Splendor,Drama,2003,R,101,94,6
American Splendor,Comedy,2003,R,101,94,6
American Splendor,Biography,2003,R,101,94,6
Matchstick Men,Drama,2003,PG-13,116,82,36.9
Matchstick Men,Comedy,2003,PG-13,116,82,36.9
Matchstick Men,Crime,2003,PG-13,116,82,36.9
Once Upon a Time in Mexico,Action,2003,R,102,68,55.8
Once Upon a Time in Mexico,Thriller,2003,R,102,68,55.8
Anything Else,Comedy,2003,R,108,40,3.1
Cold Creek Manor,Drama,2003,R,118,12,21.3
Cold Creek Manor,Mystery,2003,R,118,12,21.3
Cold Creek Manor,Thriller,2003,R,118,12,21.3
Secondhand Lions,Family,2003,PG,109,59,41.4
Secondhand Lions,Drama,2003,PG,109,59,41.4
Secondhand Lions,Comedy,2003,PG,109,59,41.4
The Fighting Temptations,Comedy,2003,PG-13,123,42,30.2
The Fighting Temptations,Music,2003,PG-13,123,42,30.2
The Fighting Temptations,Drama,2003,PG-13,123,42,30.2
Thirteen,Drama,2003,R,100,81,4.5
Thirteen,Biography,2003,R,100,81,4.5
Underworld,Fantasy,2003,R,121,31,51.5
Underworld,Thriller,2003,R,121,31,51.5
Underworld,Action,2003,R,121,31,51.5
Luther,Biography,2003,PG-13,123,44,5.7
Luther,History,2003,PG-13,123,44,5.7
Luther,Drama,2003,PG-13,123,44,5.7
The Rundown,Comedy,2003,PG-13,104,71,47.6
The Rundown,Action,2003,PG-13,104,71,47.6
The Rundown,Adventure,2003,PG-13,104,71,47.6
Under the Tuscan Sun,Drama,2003,PG-13,113,62,43.5
Under the Tuscan Sun,Comedy,2003,PG-13,113,62,43.5
Lost in Translation,Drama,2003,R,101,95,44.6
School of Rock,Comedy,2003,PG-13,108,92,81.2
School of Rock,Music,2003,PG-13,108,92,81.2
Good Boy!,Drama,2003,PG,87,45,37.6
Good Boy!,Family,2003,PG,87,45,37.6
Good Boy!,Comedy,2003,PG,87,45,37.6
House of the Dead,Horror,2003,R,90,4,10.2
House of the Dead,Action,2003,R,90,4,10.2
Intolerable Cruelty,Crime,2003,PG-13,100,75,35.1
Intolerable Cruelty,Comedy,2003,PG-13,100,75,35.1
Mystic River,Drama,2003,R,138,87,90.1
Mystic River,Crime,2003,R,138,87,90.1
Mystic River,Mystery,2003,R,138,87,90.1
Party Monster,Drama,2003,R,98,29,0.3
Party Monster,Biography,2003,R,98,29,0.3
Party Monster,Crime,2003,R,98,29,0.3
Runaway Jury,Thriller,2003,PG-13,127,72,49.2
Runaway Jury,Drama,2003,PG-13,127,72,49.2
The Texas Chainsaw Massacre,Horror,2003,R,98,36,80.1
Beyond Borders,Drama,2003,R,127,14,4.4
Beyond Borders,Adventure,2003,R,127,14,4.4
Radio,Sport,2003,PG,109,36,52.3
Radio,Drama,2003,PG,109,36,52.3
Radio,Biography,2003,PG,109,36,52.3
Scary Movie 3,Comedy,2003,PG-13,84,36,109.8
Wonderland,Drama,2003,R,104,34,1
Wonderland,Crime,2003,R,104,34,1
Wonderland,Mystery,2003,R,104,34,1
In the Cut,Thriller,2003,R,119,34,4.7
In the Cut,Mystery,2003,R,119,34,4.7
Brother Bear,Adventure,2003,G,85,38,85.1
Brother Bear,Animation,2003,G,85,38,85.1
Brother Bear,Family,2003,G,85,38,85.1
The Matrix Revolutions,Sci-Fi,2003,R,129,36,139.1
The Matrix Revolutions,Action,2003,R,129,36,139.1
Elf,Comedy,2003,PG,97,84,173.4
Elf,Family,2003,PG,97,84,173.4
Elf,Fantasy,2003,PG,97,84,173.4
Elephant,Crime,2003,R,81,72,1.2
Elephant,Drama,2003,R,81,72,1.2
Elephant,Thriller,2003,R,81,72,1.2
Looney Tunes: Back in Action,Adventure,2003,PG,91,57,20.9
Looney Tunes: Back in Action,Comedy,2003,PG,91,57,20.9
Looney Tunes: Back in Action,Animation,2003,PG,91,57,20.9
Love Actually,Comedy,2003,R,135,63,59.4
Love Actually,Drama,2003,R,135,63,59.4
Master and Commander: The Far Side of the World,Action,2003,PG-13,138,85,93.9
Master and Commander: The Far Side of the World,Drama,2003,PG-13,138,85,93.9
Master and Commander: The Far Side of the World,Adventure,2003,PG-13,138,85,93.9
The Singing Detective,Crime,2003,R,109,39,0.3
The Singing Detective,Musical,2003,R,109,39,0.3
The Singing Detective,Music,2003,R,109,39,0.3
The Singing Detective,Comedy,2003,R,109,39,0.3
Tupac: Resurrection,Music,2003,R,112,78,7.6
Tupac: Resurrection,Documentary,2003,R,112,78,7.6
Tupac: Resurrection,Biography,2003,R,112,78,7.6
Dr. Seuss' The Cat in the Hat,Family,2003,PG,82,10,100.4
Dr. Seuss' The Cat in the Hat,Comedy,2003,PG,82,10,100.4
Dr. Seuss' The Cat in the Hat,Adventure,2003,PG,82,10,100.4
Gothika,Horror,2003,R,98,14,59.5
Gothika,Thriller,2003,R,98,14,59.5
Shattered Glass,Drama,2003,PG-13,94,91,2.1
Shattered Glass,History,2003,PG-13,94,91,2.1
The Haunted Mansion,Comedy,2003,PG,88,13,75.8
The Haunted Mansion,Family,2003,PG,88,13,75.8
The Haunted Mansion,Fantasy,2003,PG,88,13,75.8
The Missing,Western,2003,R,137,58,26.8
The Missing,Adventure,2003,R,137,58,26.8
The Missing,Thriller,2003,R,137,58,26.8
Timeline,Sci-Fi,2003,PG-13,116,12,19.4
Timeline,Action,2003,PG-13,116,12,19.4
Timeline,Adventure,2003,PG-13,116,12,19.4
Pieces of April,Drama,2003,PG-13,80,84,2.4
Pieces of April,Comedy,2003,PG-13,80,84,2.4
Honey,Music,2003,PG-13,94,21,30.2
Honey,Drama,2003,PG-13,94,21,30.2
Pride and Prejudice,Comedy,2003,PG,104,66,0.0814
The Last Samurai,Action,2003,R,154,65,111.1
The Last Samurai,Drama,2003,R,154,65,111.1
The Last Samurai,History,2003,R,154,65,111.1
Love Don't Cost a Thing,Drama,2003,PG-13,100,13,21.7
Love Don't Cost a Thing,Comedy,2003,PG-13,100,13,21.7
Something's Gotta Give,Comedy,2003,PG-13,128,71,124.6
Something's Gotta Give,Drama,2003,PG-13,128,71,124.6
The Lord of the Rings: The Return of the King,Fantasy,2003,PG-13,201,95,377
The Lord of the Rings: The Return of the King,Adventure,2003,PG-13,201,95,377
Mona Lisa Smile,Drama,2003,PG-13,117,35,63.7
Cheaper by the Dozen,Comedy,2003,PG,98,24,138.5
Cheaper by the Dozen,Family,2003,PG,98,24,138.5
Paycheck,Action,2003,PG-13,119,27,53.7
Paycheck,Sci-Fi,2003,PG-13,119,27,53.7
Paycheck,Mystery,2003,PG-13,119,27,53.7
Peter Pan,Adventure,2003,PG,113,77,48.4
Peter Pan,Family,2003,PG,113,77,48.4
Peter Pan,Fantasy,2003,PG,113,77,48.4
The Young Black Stallion,Family,2003,G,45,45,6.1
The Young Black Stallion,Drama,2003,G,45,45,6.1
The Young Black Stallion,Adventure,2003,G,45,45,6.1
Calendar Girls,Drama,2003,PG-13,108,74,30.9
Calendar Girls,Comedy,2003,PG-13,108,74,30.9
Casa de los babys,Drama,2003,R,95,58,0.3
Big Fish,Drama,2003,PG-13,125,77,66.3
Big Fish,Adventure,2003,PG-13,125,77,66.3
Big Fish,Fantasy,2003,PG-13,125,77,66.3
House of Sand and Fog,Drama,2003,R,126,75,12.9
"The Book of Mormon Movie, Volume 1: The Journey",Adventure,2003,PG-13,120,17,1.1
21 Grams,Crime,2003,R,124,80,16.2
21 Grams,Thriller,2003,R,124,80,16.2
21 Grams,Drama,2003,R,124,80,16.2
The Cooler,Drama,2003,R,101,77,8.2
Monster,Drama,2003,R,109,82,34.2
Monster,Biography,2003,R,109,82,34.2
Monster,Crime,2003,R,109,82,34.2
Concert for George,Documentary,2003,PG-13,146,94,0.07
Concert for George,Music,2003,PG-13,146,94,0.07
The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,History,2003,PG-13,95,98,4.1
The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,War,2003,PG-13,95,98,4.1
The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,Documentary,2003,PG-13,95,98,4.1
Touching the Void,Documentary,2003,R,106,93,4.5
Touching the Void,Adventure,2003,R,106,93,4.5
Touching the Void,Drama,2003,R,106,93,4.5
Billabong Odyssey,Action,2003,PG,88,36,0.054
Billabong Odyssey,Documentary,2003,PG,88,36,0.054
Billabong Odyssey,Adventure,2003,PG,88,36,0.054
Easy,Comedy,2003,R,99,59,0.0148
Easy,Drama,2003,R,99,59,0.0148
Bukowski: Born into This,Biography,2003,R,130,83,0.0817
Bukowski: Born into This,Documentary,2003,R,130,83,0.0817
I'll Sleep When I'm Dead,Mystery,2003,R,103,43,0.2
I'll Sleep When I'm Dead,Crime,2003,R,103,43,0.2
I'll Sleep When I'm Dead,Drama,2003,R,103,43,0.2
The Company,Drama,2003,R,112,71,2.2
The Company,Music,2003,R,112,71,2.2
Where's the Party Yaar?,Comedy,2003,PG-13,110,69,0.0488
Coffee and Cigarettes,Drama,2003,R,95,65,2
Coffee and Cigarettes,Comedy,2003,R,95,65,2
Coffee and Cigarettes,Music,2003,R,95,65,2
Latter Days,Drama,2003,R,107,43,0.6
Latter Days,Comedy,2003,R,107,43,0.6
Open Water,Horror,2003,R,79,72,30.5
Open Water,Biography,2003,R,79,72,30.5
Open Water,Drama,2003,R,79,72,30.5
I Am David,Drama,2003,PG,90,38,0.3
The Yes Men,Documentary,2003,R,83,84,0.2
The Yes Men,Comedy,2003,R,83,84,0.2
Baadasssss!,Drama,2003,R,109,91,0.3
Baadasssss!,Biography,2003,R,109,91,0.3
Saints and Soldiers,Drama,2003,PG-13,90,66,1
Saints and Soldiers,Adventure,2003,PG-13,90,66,1
Saints and Soldiers,Action,2003,PG-13,90,66,1
The United States of Leland,Crime,2003,R,108,34,0.3
The United States of Leland,Drama,2003,R,108,34,0.3
The Wild Parrots of Telegraph Hill,Documentary,2003,G,83,95,2.7
Off the Map,Drama,2003,PG-13,105,70,1.3
The Woodsman,Drama,2004,R,87,88,1.5
Along Came Polly,Comedy,2004,PG-13,90,26,87.9
Teacher's Pet,Comedy,2004,PG,74,76,6.3
Teacher's Pet,Animation,2004,PG,74,76,6.3
Teacher's Pet,Family,2004,PG,74,76,6.3
Torque,Comedy,2004,PG-13,84,23,21.1
Torque,Crime,2004,PG-13,84,23,21.1
Torque,Action,2004,PG-13,84,23,21.1
The Butterfly Effect,Thriller,2004,R,113,33,57.7
The Butterfly Effect,Sci-Fi,2004,R,113,33,57.7
Win a Date with Tad Hamilton!,Comedy,2004,PG-13,95,53,16.9
The Big Bounce,Crime,2004,PG-13,88,16,6.3
The Big Bounce,Comedy,2004,PG-13,88,16,6.3
The Perfect Score,Crime,2004,PG-13,93,17,10.3
The Perfect Score,Comedy,2004,PG-13,93,17,10.3
Barbershop 2: Back in Business,Drama,2004,PG-13,106,68,65
Barbershop 2: Back in Business,Comedy,2004,PG-13,106,68,65
Catch That Kid,Crime,2004,PG,91,12,16.5
Catch That Kid,Comedy,2004,PG,91,12,16.5
Miracle,Sport,2004,PG,135,80,64.3
Miracle,Drama,2004,PG,135,80,64.3
Miracle,History,2004,PG,135,80,64.3
50 First Dates,Comedy,2004,PG-13,99,44,120.8
Highwaymen,Crime,2004,R,80,13,0.3
Highwaymen,Thriller,2004,R,80,13,0.3
Highwaymen,Action,2004,R,80,13,0.3
Against the Ropes,Biography,2004,PG-13,111,12,5.7
Against the Ropes,Drama,2004,PG-13,111,12,5.7
Confessions of a Teenage Drama Queen,Music,2004,PG,89,13,29.2
Confessions of a Teenage Drama Queen,Comedy,2004,PG,89,13,29.2
Confessions of a Teenage Drama Queen,Family,2004,PG,89,13,29.2
The Best Two Years,Comedy,2004,PG,112,73,0.2
The Best Two Years,Drama,2004,PG,112,73,0.2
Welcome to Mooseport,Comedy,2004,PG-13,110,13,14.2
The Passion of the Christ,Drama,2004,R,127,49,370.2
Club Dread,Thriller,2004,R,104,29,4.6
Club Dread,Horror,2004,R,104,29,4.6
Club Dread,Comedy,2004,R,104,29,4.6
Dirty Dancing: Havana Nights,Drama,2004,PG-13,86,22,14.1
Stateside,Drama,2004,R,97,24,0.1
Stateside,Music,2004,R,97,24,0.1
Twisted,Crime,2004,R,97,1,25
Twisted,Mystery,2004,R,97,1,25
Twisted,Drama,2004,R,97,1,25
Hidalgo,Western,2004,PG-13,136,47,67.2
Hidalgo,Action,2004,PG-13,136,47,67.2
Hidalgo,Adventure,2004,PG-13,136,47,67.2
Starsky & Hutch,Comedy,2004,PG-13,101,63,88.2
Starsky & Hutch,Crime,2004,PG-13,101,63,88.2
Agent Cody Banks 2: Destination London,Action,2004,PG,100,13,23.2
Agent Cody Banks 2: Destination London,Comedy,2004,PG,100,13,23.2
Agent Cody Banks 2: Destination London,Adventure,2004,PG,100,13,23.2
NASCAR: The IMAX Experience,Documentary,2004,PG,40,61,19.9
Secret Window,Thriller,2004,PG-13,96,46,47.8
Secret Window,Mystery,2004,PG-13,96,46,47.8
Spartan,Crime,2004,R,106,64,4.3
Spartan,Drama,2004,R,106,64,4.3
Spartan,Action,2004,R,106,64,4.3
Dawn of the Dead,Action,2004,R,101,75,58.9
Dawn of the Dead,Sci-Fi,2004,R,101,75,58.9
Dawn of the Dead,Horror,2004,R,101,75,58.9
Eternal Sunshine of the Spotless Mind,Sci-Fi,2004,R,108,93,34.1
Eternal Sunshine of the Spotless Mind,Drama,2004,R,108,93,34.1
Taking Lives,Crime,2004,R,103,22,32.6
Taking Lives,Mystery,2004,R,103,22,32.6
Taking Lives,Thriller,2004,R,103,22,32.6
Never Die Alone,Crime,2004,R,88,25,5.5
Never Die Alone,Drama,2004,R,88,25,5.5
Never Die Alone,Action,2004,R,88,25,5.5
Scooby-Doo 2: Monsters Unleashed,Comedy,2004,PG,93,21,84
Scooby-Doo 2: Monsters Unleashed,Adventure,2004,PG,93,21,84
Scooby-Doo 2: Monsters Unleashed,Animation,2004,PG,93,21,84
Hellboy,Sci-Fi,2004,PG-13,122,81,59
Hellboy,Action,2004,PG-13,122,81,59
Hellboy,Fantasy,2004,PG-13,122,81,59
Home on the Range,Family,2004,PG,76,54,49.9
Home on the Range,Animation,2004,PG,76,54,49.9
Home on the Range,Comedy,2004,PG,76,54,49.9
The Prince and Me,Comedy,2004,PG,111,28,28.1
Walking Tall,Action,2004,PG-13,86,25,45.9
Walking Tall,Crime,2004,PG-13,86,25,45.9
Johnson Family Vacation,Comedy,2004,PG-13,97,6,31
Ella Enchanted,Fantasy,2004,PG,96,50,22.8
Ella Enchanted,Family,2004,PG,96,50,22.8
Ella Enchanted,Comedy,2004,PG,96,50,22.8
The Girl Next Door,Drama,2004,R,108,55,14.5
The Girl Next Door,Comedy,2004,R,108,55,14.5
The Whole Ten Yards,Comedy,2004,PG-13,98,4,16.2
The Whole Ten Yards,Crime,2004,PG-13,98,4,16.2
The Whole Ten Yards,Thriller,2004,PG-13,98,4,16.2
Connie and Carla,Comedy,2004,PG-13,98,44,8
Connie and Carla,Music,2004,PG-13,98,44,8
Connie and Carla,Crime,2004,PG-13,98,44,8
The Punisher,Action,2004,R,124,29,33.7
The Punisher,Drama,2004,R,124,29,33.7
The Punisher,Crime,2004,R,124,29,33.7
13 Going on 30,Comedy,2004,PG-13,98,64,56
13 Going on 30,Fantasy,2004,PG-13,98,64,56
Clifford's Really Big Movie,Animation,2004,G,73,53,2.8
Clifford's Really Big Movie,Family,2004,G,73,53,2.8
Man on Fire,Action,2004,R,146,39,77.7
Man on Fire,Drama,2004,R,146,39,77.7
Man on Fire,Crime,2004,R,146,39,77.7
Bobby Jones: Stroke of Genius,Biography,2004,PG,120,26,2.5
Bobby Jones: Stroke of Genius,Drama,2004,PG,120,26,2.5
Envy,Comedy,2004,PG-13,99,7,12.2
Godsend,Horror,2004,PG-13,102,4,14.3
Godsend,Sci-Fi,2004,PG-13,102,4,14.3
Godsend,Drama,2004,PG-13,102,4,14.3
Mean Girls,Comedy,2004,PG-13,97,83,86
New York Minute,Comedy,2004,PG,91,11,14
Breakin' All the Rules,Comedy,2004,PG-13,85,31,11.8
Troy,Adventure,2004,R,163,54,133.1
Shrek 2,Animation,2004,PG,93,88,436.5
Shrek 2,Comedy,2004,PG,93,88,436.5
Shrek 2,Adventure,2004,PG,93,88,436.5
A Day Without a Mexican,Comedy,2004,R,100,27,4
A Day Without a Mexican,Fantasy,2004,R,100,27,4
A Day Without a Mexican,Drama,2004,R,100,27,4
Raising Helen,Drama,2004,PG-13,119,23,37.4
Raising Helen,Comedy,2004,PG-13,119,23,37.4
Soul Plane,Comedy,2004,R,86,18,13.9
The Day After Tomorrow,Action,2004,PG-13,124,45,186.6
The Day After Tomorrow,Adventure,2004,PG-13,124,45,186.6
The Day After Tomorrow,Sci-Fi,2004,PG-13,124,45,186.6
Harry Potter and the Prisoner of Azkaban,Family,2004,PG,142,91,249.4
Harry Potter and the Prisoner of Azkaban,Fantasy,2004,PG,142,91,249.4
Harry Potter and the Prisoner of Azkaban,Adventure,2004,PG,142,91,249.4
Garfield,Family,2004,PG,80,15,75.3
Garfield,Animation,2004,PG,80,15,75.3
Garfield,Comedy,2004,PG,80,15,75.3
Saved!,Drama,2004,PG-13,92,61,8.8
Saved!,Comedy,2004,PG-13,92,61,8.8
The Chronicles of Riddick,Action,2004,PG-13,119,29,56.8
The Chronicles of Riddick,Adventure,2004,PG-13,119,29,56.8
The Chronicles of Riddick,Sci-Fi,2004,PG-13,119,29,56.8
The Stepford Wives,Comedy,2004,PG-13,93,26,59.3
The Stepford Wives,Sci-Fi,2004,PG-13,93,26,59.3
The Stepford Wives,Thriller,2004,PG-13,93,26,59.3
Around the World in 80 Days,Action,2004,PG,120,31,23.9
Around the World in 80 Days,Comedy,2004,PG,120,31,23.9
Around the World in 80 Days,Adventure,2004,PG,120,31,23.9
Dodgeball: A True Underdog Story,Comedy,2004,PG-13,92,70,114.2
Dodgeball: A True Underdog Story,Sport,2004,PG-13,92,70,114.2
The Terminal,Drama,2004,PG-13,128,61,77
The Terminal,Comedy,2004,PG-13,128,61,77
White Chicks,Comedy,2004,PG-13,109,15,69.1
White Chicks,Crime,2004,PG-13,109,15,69.1
Fahrenheit 9/11,Documentary,2004,R,122,83,119.1
Spider-Man 2,Adventure,2004,PG-13,127,94,373.4
Spider-Man 2,Action,2004,PG-13,127,94,373.4
King Arthur,Adventure,2004,R,126,31,51.7
King Arthur,Drama,2004,R,126,31,51.7
King Arthur,Action,2004,R,126,31,51.7
Anchorman: The Legend of Ron Burgundy,Comedy,2004,PG-13,94,66,84.1
Sleepover,Comedy,2004,PG,89,15,8.1
A Cinderella Story,Family,2004,PG,95,11,51.4
A Cinderella Story,Comedy,2004,PG,95,11,51.4
The Clearing,Thriller,2004,R,95,43,5.6
The Clearing,Drama,2004,R,95,43,5.6
The Clearing,Mystery,2004,R,95,43,5.6
Catwoman,Crime,2004,PG-13,104,9,40.2
Catwoman,Action,2004,PG-13,104,9,40.2
The Bourne Supremacy,Thriller,2004,PG-13,108,81,176
The Bourne Supremacy,Action,2004,PG-13,108,81,176
Before Sunset,Drama,2004,R,80,95,5.6
Harold & Kumar Go to White Castle,Comedy,2004,R,88,74,18.2
Harold & Kumar Go to White Castle,Adventure,2004,R,88,74,18.2
She Hate Me,Drama,2004,R,138,19,0.0814
She Hate Me,Comedy,2004,R,138,19,0.0814
The Manchurian Candidate,Drama,2004,R,129,81,65.7
The Manchurian Candidate,Sci-Fi,2004,R,129,81,65.7
The Manchurian Candidate,Mystery,2004,R,129,81,65.7
The Village,Mystery,2004,PG-13,108,43,114.2
The Village,Thriller,2004,PG-13,108,43,114.2
The Village,Drama,2004,PG-13,108,43,114.2
Thunderbirds,Comedy,2004,PG,95,19,6.8
Thunderbirds,Action,2004,PG,95,19,6.8
Thunderbirds,Adventure,2004,PG,95,19,6.8
Lightning in a Bottle,Documentary,2004,PG-13,103,87,0.078
Lightning in a Bottle,Music,2004,PG-13,103,87,0.078
Collateral,Crime,2004,R,120,86,100
Collateral,Drama,2004,R,120,86,100
Collateral,Thriller,2004,R,120,86,100
De-Lovely,Drama,2004,PG-13,125,48,13.1
De-Lovely,Music,2004,PG-13,125,48,13.1
De-Lovely,Biography,2004,PG-13,125,48,13.1
Little Black Book,Comedy,2004,PG-13,111,21,20.4
Little Black Book,Drama,2004,PG-13,111,21,20.4
Maria Full of Grace,Crime,2004,R,101,97,6.5
Maria Full of Grace,Drama,2004,R,101,97,6.5
The Door in the Floor,Drama,2004,R,111,67,3.6
The Door in the Floor,Comedy,2004,R,111,67,3.6
The Princess Diaries 2: Royal Engagement,Comedy,2004,G,113,25,95.1
The Princess Diaries 2: Royal Engagement,Family,2004,G,113,25,95.1
AVP: Alien vs. Predator,Sci-Fi,2004,PG-13,101,21,80.2
AVP: Alien vs. Predator,Adventure,2004,PG-13,101,21,80.2
AVP: Alien vs. Predator,Action,2004,PG-13,101,21,80.2
Riding Giants,Documentary,2004,PG-13,105,93,2.1
Riding Giants,History,2004,PG-13,105,93,2.1
Riding Giants,Sport,2004,PG-13,105,93,2.1
Yu-Gi-Oh!: The Movie,Animation,2004,PG,89,5,19.7
Yu-Gi-Oh!: The Movie,Action,2004,PG,89,5,19.7
Yu-Gi-Oh!: The Movie,Adventure,2004,PG,89,5,19.7
Benji: Off the Leash!,Drama,2004,PG,97,33,3.6
Benji: Off the Leash!,Family,2004,PG,97,33,3.6
Exorcist: The Beginning,Horror,2004,R,114,11,41.8
Exorcist: The Beginning,Thriller,2004,R,114,11,41.8
Exorcist: The Beginning,Mystery,2004,R,114,11,41.8
Garden State,Drama,2004,R,102,86,26.7
Garden State,Comedy,2004,R,102,86,26.7
Without a Paddle,Adventure,2004,PG-13,95,14,58.2
Without a Paddle,Comedy,2004,PG-13,95,14,58.2
Without a Paddle,Mystery,2004,PG-13,95,14,58.2
Anacondas: The Hunt for the Blood Orchid,Horror,2004,PG-13,97,26,31.5
Anacondas: The Hunt for the Blood Orchid,Thriller,2004,PG-13,97,26,31.5
Anacondas: The Hunt for the Blood Orchid,Adventure,2004,PG-13,97,26,31.5
Napoleon Dynamite,Comedy,2004,PG,96,71,44.5
Superbabies: Baby Geniuses 2,Family,2004,PG,88,0,9
Superbabies: Baby Geniuses 2,Sci-Fi,2004,PG,88,0,9
Superbabies: Baby Geniuses 2,Comedy,2004,PG,88,0,9
Suspect Zero,Thriller,2004,R,99,18,8.6
Suspect Zero,Crime,2004,R,99,18,8.6
Vanity Fair,Drama,2004,PG-13,141,51,16.1
Paparazzi,Crime,2004,PG-13,84,18,15.6
Paparazzi,Thriller,2004,PG-13,84,18,15.6
Paparazzi,Action,2004,PG-13,84,18,15.6
The Cookout,Comedy,2004,PG-13,97,5,11.5
We Don't Live Here Anymore,Drama,2004,R,101,65,1.9
Wicker Park,Drama,2004,PG-13,114,25,12.8
Wicker Park,Mystery,2004,PG-13,114,25,12.8
Gunner Palace,Documentary,2004,PG-13,85,85,0.0635
Gunner Palace,War,2004,PG-13,85,85,0.0635
Cellular,Thriller,2004,PG-13,94,55,32
Cellular,Crime,2004,PG-13,94,55,32
Resident Evil: Apocalypse,Horror,2004,R,94,21,50.7
Resident Evil: Apocalypse,Action,2004,R,94,21,50.7
Resident Evil: Apocalypse,Sci-Fi,2004,R,94,21,50.7
Mr 3000,Drama,2004,PG-13,104,54,21.8
Mr 3000,Comedy,2004,PG-13,104,54,21.8
Sky Captain and the World of Tomorrow,Action,2004,PG,106,72,37.6
Sky Captain and the World of Tomorrow,Adventure,2004,PG,106,72,37.6
Sky Captain and the World of Tomorrow,Mystery,2004,PG,106,72,37.6
Wimbledon,Sport,2004,PG-13,98,60,16.8
Wimbledon,Comedy,2004,PG-13,98,60,16.8
Criminal,Comedy,2004,R,87,69,0.7
Criminal,Drama,2004,R,87,69,0.7
Criminal,Crime,2004,R,87,69,0.7
First Daughter,Comedy,2004,PG,106,8,9
First Daughter,Drama,2004,PG,106,8,9
Shaun of the Dead,Horror,2004,R,99,92,13.5
Shaun of the Dead,Comedy,2004,R,99,92,13.5
The Forgotten,Horror,2004,PG-13,91,31,66.6
The Forgotten,Drama,2004,PG-13,91,31,66.6
The Forgotten,Mystery,2004,PG-13,91,31,66.6
Mean Creek,Crime,2004,R,90,90,0.3
Mean Creek,Drama,2004,R,90,90,0.3
Going Upriver: The Long War of John Kerry,Documentary,2004,PG-13,87,89,0.5
Going Upriver: The Long War of John Kerry,History,2004,PG-13,87,89,0.5
Going Upriver: The Long War of John Kerry,Biography,2004,PG-13,87,89,0.5
Shark Tale,Animation,2004,PG,90,35,160.8
Shark Tale,Adventure,2004,PG,90,35,160.8
Shark Tale,Comedy,2004,PG,90,35,160.8
Taxi,Comedy,2004,PG-13,97,10,36.5
Taxi,Action,2004,PG-13,97,10,36.5
Taxi,Crime,2004,PG-13,97,10,36.5
Friday Night Lights,Sport,2004,PG-13,118,81,60.6
Friday Night Lights,Drama,2004,PG-13,118,81,60.6
Friday Night Lights,Action,2004,PG-13,118,81,60.6
Raise Your Voice,Music,2004,PG,103,15,10.4
Raise Your Voice,Family,2004,PG,103,15,10.4
A Home at the End of the World,Drama,2004,R,97,49,0.9
Hair Show,Comedy,2004,PG-13,105,17,0.2
Shall We Dance,Drama,2004,PG-13,106,46,57.8
Shall We Dance,Comedy,2004,PG-13,106,46,57.8
Team America: World Police,Animation,2004,R,98,77,32.7
Team America: World Police,Action,2004,R,98,77,32.7
Team America: World Police,Comedy,2004,R,98,77,32.7
The Final Cut,Action,2004,PG-13,95,37,0.5
The Final Cut,Thriller,2004,PG-13,95,37,0.5
The Final Cut,Sci-Fi,2004,PG-13,95,37,0.5
The Motorcycle Diaries,Biography,2004,R,126,84,16.7
The Motorcycle Diaries,Drama,2004,R,126,84,16.7
The Motorcycle Diaries,Adventure,2004,R,126,84,16.7
I Heart Huckabees,Comedy,2004,R,107,62,12.7
Surviving Christmas,Comedy,2004,PG-13,91,7,11.2
The Assassination of Richard Nixon,Biography,2004,R,95,68,0.6
The Assassination of Richard Nixon,Drama,2004,R,95,68,0.6
The Grudge,Mystery,2004,PG-13,92,39,110.2
The Grudge,Thriller,2004,PG-13,92,39,110.2
The Grudge,Horror,2004,PG-13,92,39,110.2
Woman Thou Art Loosed,Drama,2004,R,94,50,6.8
Birth,Mystery,2004,R,100,38,5
Birth,Drama,2004,R,100,38,5
Ray,Music,2004,PG-13,152,81,75.2
